name,type,type_id,n_dims,dims,offset,bytes
blk.45.ssm_beta.weight,BF16,30,2,5120x48,5354364864,491520
blk.45.ssm_conv1d.weight,F32,0,2,4x10240,5354856384,163840
blk.45.ssm_dt.bias,F32,0,1,48,5355020224,192
blk.45.ssm_norm.weight,F32,0,1,128,5355020416,512
blk.45.ssm_out.weight,PQ2_0,142,2,6144x5120,5355020928,
blk.46.attn_gate.weight,PQ2_0,142,2,5120x6144,5363376768,
blk.46.attn_norm.weight,F32,0,1,5120,5371732608,20480
blk.46.attn_qkv.weight,PQ2_0,142,2,5120x10240,5371753088,
blk.46.ffn_down.weight,PQ2_0,142,2,17408x5120,5385679488,
blk.46.ffn_gate.weight,PQ2_0,142,2,5120x17408,5409354368,
blk.46.ffn_up.weight,PQ2_0,142,2,5120x17408,5433029248,
blk.46.post_attention_norm.weight,F32,0,1,5120,5456704128,20480
blk.46.ssm_a,F32,0,1,48,5456724608,192
blk.46.ssm_alpha.weight,BF16,30,2,5120x48,5456724800,491520
blk.46.ssm_beta.weight,BF16,30,2,5120x48,5457216320,491520
blk.46.ssm_conv1d.weight,F32,0,2,4x10240,5457707840,163840
blk.46.ssm_dt.bias,F32,0,1,48,5457871680,192
blk.46.ssm_norm.weight,F32,0,1,128,5457871872,512
blk.46.ssm_out.weight,PQ2_0,142,2,6144x5120,5457872384,
blk.47.attn_k.weight,PQ2_0,142,2,5120x1024,5466228224,
blk.47.attn_k_norm.weight,F32,0,1,256,5467620864,1024
blk.47.attn_norm.weight,F32,0,1,5120,5467621888,20480
blk.47.attn_output.weight,PQ2_0,142,2,6144x5120,5467642368,
blk.47.attn_q.weight,PQ2_0,142,2,5120x12288,5475998208,
blk.47.attn_q_norm.weight,F32,0,1,256,5492709888,1024
blk.47.attn_v.weight,PQ2_0,142,2,5120x1024,5492710912,
blk.47.ffn_down.weight,PQ2_0,142,2,17408x5120,5494103552,
blk.47.ffn_gate.weight,PQ2_0,142,2,5120x17408,5517778432,
blk.47.ffn_up.weight,PQ2_0,142,2,5120x17408,5541453312,
blk.47.post_attention_norm.weight,F32,0,1,5120,5565128192,20480
blk.48.attn_gate.weight,PQ2_0,142,2,5120x6144,5565148672,
blk.48.attn_norm.weight,F32,0,1,5120,5573504512,20480
blk.48.attn_qkv.weight,PQ2_0,142,2,5120x10240,5573524992,
blk.48.ffn_down.weight,PQ2_0,142,2,17408x5120,5587451392,
blk.48.ffn_gate.weight,PQ2_0,142,2,5120x17408,5611126272,
blk.48.ffn_up.weight,PQ2_0,142,2,5120x17408,5634801152,
blk.48.post_attention_norm.weight,F32,0,1,5120,5658476032,20480
blk.48.ssm_a,F32,0,1,48,5658496512,192
blk.48.ssm_alpha.weight,BF16,30,2,5120x48,5658496704,491520
blk.48.ssm_beta.weight,BF16,30,2,5120x48,5658988224,491520
blk.48.ssm_conv1d.weight,F32,0,2,4x10240,5659479744,163840
blk.48.ssm_dt.bias,F32,0,1,48,5659643584,192
blk.48.ssm_norm.weight,F32,0,1,128,5659643776,512
blk.48.ssm_out.weight,PQ2_0,142,2,6144x5120,5659644288,
blk.49.attn_gate.weight,PQ2_0,142,2,5120x6144,5668000128,
blk.49.attn_norm.weight,F32,0,1,5120,5676355968,20480
blk.49.attn_qkv.weight,PQ2_0,142,2,5120x10240,5676376448,
blk.49.ffn_down.weight,PQ2_0,142,2,17408x5120,5690302848,
blk.49.ffn_gate.weight,PQ2_0,142,2,5120x17408,5713977728,
blk.49.ffn_up.weight,PQ2_0,142,2,5120x17408,5737652608,
blk.49.post_attention_norm.weight,F32,0,1,5120,5761327488,20480
blk.49.ssm_a,F32,0,1,48,5761347968,192
blk.49.ssm_alpha.weight,BF16,30,2,5120x48,5761348160,491520
blk.49.ssm_beta.weight,BF16,30,2,5120x48,5761839680,491520
blk.49.ssm_conv1d.weight,F32,0,2,4x10240,5762331200,163840
blk.49.ssm_dt.bias,F32,0,1,48,5762495040,192
blk.49.ssm_norm.weight,F32,0,1,128,5762495232,512
blk.49.ssm_out.weight,PQ2_0,142,2,6144x5120,5762495744,
blk.50.attn_gate.weight,PQ2_0,142,2,5120x6144,5770851584,
blk.50.attn_norm.weight,F32,0,1,5120,5779207424,20480
blk.50.attn_qkv.weight,PQ2_0,142,2,5120x10240,5779227904,
blk.50.ffn_down.weight,PQ2_0,142,2,17408x5120,5793154304,
blk.50.ffn_gate.weight,PQ2_0,142,2,5120x17408,5816829184,
blk.50.ffn_up.weight,PQ2_0,142,2,5120x17408,5840504064,
blk.50.post_attention_norm.weight,F32,0,1,5120,5864178944,20480
blk.50.ssm_a,F32,0,1,48,5864199424,192
blk.50.ssm_alpha.weight,BF16,30,2,5120x48,5864199616,491520
blk.50.ssm_beta.weight,BF16,30,2,5120x48,5864691136,491520
blk.50.ssm_conv1d.weight,F32,0,2,4x10240,5865182656,163840
blk.50.ssm_dt.bias,F32,0,1,48,5865346496,192
blk.50.ssm_norm.weight,F32,0,1,128,5865346688,512
blk.50.ssm_out.weight,PQ2_0,142,2,6144x5120,5865347200,
blk.51.attn_k.weight,PQ2_0,142,2,5120x1024,5873703040,
blk.51.attn_k_norm.weight,F32,0,1,256,5875095680,1024
blk.51.attn_norm.weight,F32,0,1,5120,5875096704,20480
blk.51.attn_output.weight,PQ2_0,142,2,6144x5120,5875117184,
blk.51.attn_q.weight,PQ2_0,142,2,5120x12288,5883473024,
blk.51.attn_q_norm.weight,F32,0,1,256,5900184704,1024
blk.51.attn_v.weight,PQ2_0,142,2,5120x1024,5900185728,
blk.51.ffn_down.weight,PQ2_0,142,2,17408x5120,5901578368,
blk.51.ffn_gate.weight,PQ2_0,142,2,5120x17408,5925253248,
blk.51.ffn_up.weight,PQ2_0,142,2,5120x17408,5948928128,
blk.51.post_attention_norm.weight,F32,0,1,5120,5972603008,20480
blk.52.attn_gate.weight,PQ2_0,142,2,5120x6144,5972623488,
blk.52.attn_norm.weight,F32,0,1,5120,5980979328,20480
blk.52.attn_qkv.weight,PQ2_0,142,2,5120x10240,5980999808,
blk.52.ffn_down.weight,PQ2_0,142,2,17408x5120,5994926208,
blk.52.ffn_gate.weight,PQ2_0,142,2,5120x17408,6018601088,
blk.52.ffn_up.weight,PQ2_0,142,2,5120x17408,6042275968,
blk.52.post_attention_norm.weight,F32,0,1,5120,6065950848,20480
blk.52.ssm_a,F32,0,1,48,6065971328,192
blk.52.ssm_alpha.weight,BF16,30,2,5120x48,6065971520,491520
blk.52.ssm_beta.weight,BF16,30,2,5120x48,6066463040,491520
blk.52.ssm_conv1d.weight,F32,0,2,4x10240,6066954560,163840
blk.52.ssm_dt.bias,F32,0,1,48,6067118400,192
blk.52.ssm_norm.weight,F32,0,1,128,6067118592,512
blk.52.ssm_out.weight,PQ2_0,142,2,6144x5120,6067119104,
blk.53.attn_gate.weight,PQ2_0,142,2,5120x6144,6075474944,
blk.53.attn_norm.weight,F32,0,1,5120,6083830784,20480
blk.53.attn_qkv.weight,PQ2_0,142,2,5120x10240,6083851264,
blk.53.ffn_down.weight,PQ2_0,142,2,17408x5120,6097777664,
blk.53.ffn_gate.weight,PQ2_0,142,2,5120x17408,6121452544,
blk.53.ffn_up.weight,PQ2_0,142,2,5120x17408,6145127424,
blk.53.post_attention_norm.weight,F32,0,1,5120,6168802304,20480
blk.53.ssm_a,F32,0,1,48,6168822784,192
blk.53.ssm_alpha.weight,BF16,30,2,5120x48,6168822976,491520
blk.53.ssm_beta.weight,BF16,30,2,5120x48,6169314496,491520
blk.53.ssm_conv1d.weight,F32,0,2,4x10240,6169806016,163840
blk.53.ssm_dt.bias,F32,0,1,48,6169969856,192
blk.53.ssm_norm.weight,F32,0,1,128,6169970048,512
blk.53.ssm_out.weight,PQ2_0,142,2,6144x5120,6169970560,
blk.54.attn_gate.weight,PQ2_0,142,2,5120x6144,6178326400,
blk.54.attn_norm.weight,F32,0,1,5120,6186682240,20480
blk.54.attn_qkv.weight,PQ2_0,142,2,5120x10240,6186702720,
blk.54.ffn_down.weight,PQ2_0,142,2,17408x5120,6200629120,
blk.54.ffn_gate.weight,PQ2_0,142,2,5120x17408,6224304000,
blk.54.ffn_up.weight,PQ2_0,142,2,5120x17408,6247978880,
blk.54.post_attention_norm.weight,F32,0,1,5120,6271653760,20480
blk.54.ssm_a,F32,0,1,48,6271674240,192
blk.54.ssm_alpha.weight,BF16,30,2,5120x48,6271674432,491520
blk.54.ssm_beta.weight,BF16,30,2,5120x48,6272165952,491520
blk.54.ssm_conv1d.weight,F32,0,2,4x10240,6272657472,163840
blk.54.ssm_dt.bias,F32,0,1,48,6272821312,192
blk.54.ssm_norm.weight,F32,0,1,128,6272821504,512
blk.54.ssm_out.weight,PQ2_0,142,2,6144x5120,6272822016,
blk.55.attn_k.weight,PQ2_0,142,2,5120x1024,6281177856,
blk.55.attn_k_norm.weight,F32,0,1,256,6282570496,1024
blk.55.attn_norm.weight,F32,0,1,5120,6282571520,20480
blk.55.attn_output.weight,PQ2_0,142,2,6144x5120,6282592000,
blk.55.attn_q.weight,PQ2_0,142,2,5120x12288,6290947840,
blk.55.attn_q_norm.weight,F32,0,1,256,6307659520,1024
blk.55.attn_v.weight,PQ2_0,142,2,5120x1024,6307660544,
blk.55.ffn_down.weight,PQ2_0,142,2,17408x5120,6309053184,
blk.55.ffn_gate.weight,PQ2_0,142,2,5120x17408,6332728064,
blk.55.ffn_up.weight,PQ2_0,142,2,5120x17408,6356402944,
blk.55.post_attention_norm.weight,F32,0,1,5120,6380077824,20480
blk.56.attn_gate.weight,PQ2_0,142,2,5120x6144,6380098304,
blk.56.attn_norm.weight,F32,0,1,5120,6388454144,20480
blk.56.attn_qkv.weight,PQ2_0,142,2,5120x10240,6388474624,
blk.56.ffn_down.weight,PQ2_0,142,2,17408x5120,6402401024,
blk.56.ffn_gate.weight,PQ2_0,142,2,5120x17408,6426075904,
blk.56.ffn_up.weight,PQ2_0,142,2,5120x17408,6449750784,
blk.56.post_attention_norm.weight,F32,0,1,5120,6473425664,20480
blk.56.ssm_a,F32,0,1,48,6473446144,192
blk.56.ssm_alpha.weight,BF16,30,2,5120x48,6473446336,491520
blk.56.ssm_beta.weight,BF16,30,2,5120x48,6473937856,491520
blk.56.ssm_conv1d.weight,F32,0,2,4x10240,6474429376,163840
blk.56.ssm_dt.bias,F32,0,1,48,6474593216,192
blk.56.ssm_norm.weight,F32,0,1,128,6474593408,512
blk.56.ssm_out.weight,PQ2_0,142,2,6144x5120,6474593920,
blk.57.attn_gate.weight,PQ2_0,142,2,5120x6144,6482949760,
blk.57.attn_norm.weight,F32,0,1,5120,6491305600,20480
blk.57.attn_qkv.weight,PQ2_0,142,2,5120x10240,6491326080,
blk.57.ffn_down.weight,PQ2_0,142,2,17408x5120,6505252480,
blk.57.ffn_gate.weight,PQ2_0,142,2,5120x17408,6528927360,
blk.57.ffn_up.weight,PQ2_0,142,2,5120x17408,6552602240,
blk.57.post_attention_norm.weight,F32,0,1,5120,6576277120,20480
blk.57.ssm_a,F32,0,1,48,6576297600,192
blk.57.ssm_alpha.weight,BF16,30,2,5120x48,6576297792,491520
blk.57.ssm_beta.weight,BF16,30,2,5120x48,6576789312,491520
blk.57.ssm_conv1d.weight,F32,0,2,4x10240,6577280832,163840
blk.57.ssm_dt.bias,F32,0,1,48,6577444672,192
blk.57.ssm_norm.weight,F32,0,1,128,6577444864,512
blk.57.ssm_out.weight,PQ2_0,142,2,6144x5120,6577445376,
blk.58.attn_gate.weight,PQ2_0,142,2,5120x6144,6585801216,
blk.58.attn_norm.weight,F32,0,1,5120,6594157056,20480
blk.58.attn_qkv.weight,PQ2_0,142,2,5120x10240,6594177536,
blk.58.ffn_down.weight,PQ2_0,142,2,17408x5120,6608103936,
blk.58.ffn_gate.weight,PQ2_0,142,2,5120x17408,6631778816,
blk.58.ffn_up.weight,PQ2_0,142,2,5120x17408,6655453696,
blk.58.post_attention_norm.weight,F32,0,1,5120,6679128576,20480
blk.58.ssm_a,F32,0,1,48,6679149056,192
blk.58.ssm_alpha.weight,BF16,30,2,5120x48,6679149248,491520
blk.58.ssm_beta.weight,BF16,30,2,5120x48,6679640768,491520
blk.58.ssm_conv1d.weight,F32,0,2,4x10240,6680132288,163840
blk.58.ssm_dt.bias,F32,0,1,48,6680296128,192
blk.58.ssm_norm.weight,F32,0,1,128,6680296320,512
blk.58.ssm_out.weight,PQ2_0,142,2,6144x5120,6680296832,
blk.59.attn_k.weight,PQ2_0,142,2,5120x1024,6688652672,
blk.59.attn_k_norm.weight,F32,0,1,256,6690045312,1024
blk.59.attn_norm.weight,F32,0,1,5120,6690046336,20480
blk.59.attn_output.weight,PQ2_0,142,2,6144x5120,6690066816,
blk.59.attn_q.weight,PQ2_0,142,2,5120x12288,6698422656,
blk.59.attn_q_norm.weight,F32,0,1,256,6715134336,1024
blk.59.attn_v.weight,PQ2_0,142,2,5120x1024,6715135360,
blk.59.ffn_down.weight,PQ2_0,142,2,17408x5120,6716528000,
blk.59.ffn_gate.weight,PQ2_0,142,2,5120x17408,6740202880,
blk.59.ffn_up.weight,PQ2_0,142,2,5120x17408,6763877760,
blk.59.post_attention_norm.weight,F32,0,1,5120,6787552640,20480
blk.60.attn_gate.weight,PQ2_0,142,2,5120x6144,6787573120,
blk.60.attn_norm.weight,F32,0,1,5120,6795928960,20480
blk.60.attn_qkv.weight,PQ2_0,142,2,5120x10240,6795949440,
blk.60.ffn_down.weight,PQ2_0,142,2,17408x5120,6809875840,
blk.60.ffn_gate.weight,PQ2_0,142,2,5120x17408,6833550720,
blk.60.ffn_up.weight,PQ2_0,142,2,5120x17408,6857225600,
blk.60.post_attention_norm.weight,F32,0,1,5120,6880900480,20480
blk.60.ssm_a,F32,0,1,48,6880920960,192
blk.60.ssm_alpha.weight,BF16,30,2,5120x48,6880921152,491520
blk.60.ssm_beta.weight,BF16,30,2,5120x48,6881412672,491520
blk.60.ssm_conv1d.weight,F32,0,2,4x10240,6881904192,163840
blk.60.ssm_dt.bias,F32,0,1,48,6882068032,192
blk.60.ssm_norm.weight,F32,0,1,128,6882068224,512
blk.60.ssm_out.weight,PQ2_0,142,2,6144x5120,6882068736,
blk.61.attn_gate.weight,PQ2_0,142,2,5120x6144,6890424576,
blk.61.attn_norm.weight,F32,0,1,5120,6898780416,20480
blk.61.attn_qkv.weight,PQ2_0,142,2,5120x10240,6898800896,
blk.61.ffn_down.weight,PQ2_0,142,2,17408x5120,6912727296,
blk.61.ffn_gate.weight,PQ2_0,142,2,5120x17408,6936402176,
blk.61.ffn_up.weight,PQ2_0,142,2,5120x17408,6960077056,
blk.61.post_attention_norm.weight,F32,0,1,5120,6983751936,20480
blk.61.ssm_a,F32,0,1,48,6983772416,192
blk.61.ssm_alpha.weight,BF16,30,2,5120x48,6983772608,491520
blk.61.ssm_beta.weight,BF16,30,2,5120x48,6984264128,491520
blk.61.ssm_conv1d.weight,F32,0,2,4x10240,6984755648,163840
blk.61.ssm_dt.bias,F32,0,1,48,6984919488,192
blk.61.ssm_norm.weight,F32,0,1,128,6984919680,512
blk.61.ssm_out.weight,PQ2_0,142,2,6144x5120,6984920192,
blk.62.attn_gate.weight,PQ2_0,142,2,5120x6144,6993276032,
blk.62.attn_norm.weight,F32,0,1,5120,7001631872,20480
blk.62.attn_qkv.weight,PQ2_0,142,2,5120x10240,7001652352,
blk.62.ffn_down.weight,PQ2_0,142,2,17408x5120,7015578752,
blk.62.ffn_gate.weight,PQ2_0,142,2,5120x17408,7039253632,
blk.62.ffn_up.weight,PQ2_0,142,2,5120x17408,7062928512,
blk.62.post_attention_norm.weight,F32,0,1,5120,7086603392,20480
blk.62.ssm_a,F32,0,1,48,7086623872,192
blk.62.ssm_alpha.weight,BF16,30,2,5120x48,7086624064,491520
blk.62.ssm_beta.weight,BF16,30,2,5120x48,7087115584,491520
blk.62.ssm_conv1d.weight,F32,0,2,4x10240,7087607104,163840
blk.62.ssm_dt.bias,F32,0,1,48,7087770944,192
blk.62.ssm_norm.weight,F32,0,1,128,7087771136,512
blk.62.ssm_out.weight,PQ2_0,142,2,6144x5120,7087771648,
blk.63.attn_k.weight,PQ2_0,142,2,5120x1024,7096127488,
blk.63.attn_k_norm.weight,F32,0,1,256,7097520128,1024
blk.63.attn_norm.weight,F32,0,1,5120,7097521152,20480
blk.63.attn_output.weight,PQ2_0,142,2,6144x5120,7097541632,
blk.63.attn_q.weight,PQ2_0,142,2,5120x12288,7105897472,
blk.63.attn_q_norm.weight,F32,0,1,256,7122609152,1024
blk.63.attn_v.weight,PQ2_0,142,2,5120x1024,7122610176,
blk.63.ffn_down.weight,PQ2_0,142,2,17408x5120,7124002816,
blk.63.ffn_gate.weight,PQ2_0,142,2,5120x17408,7147677696,
blk.63.ffn_up.weight,PQ2_0,142,2,5120x17408,7171352576,
blk.63.post_attention_norm.weight,F32,0,1,5120,7195027456,20480
blk.64.nextn.eh_proj.weight,Q8_0,8,2,10240x5120,7195047936,55705600
blk.64.attn_norm.weight,F32,0,1,5120,7250753536,20480
blk.64.ffn_down.weight,Q8_0,8,2,17408x5120,7250774016,94699520
blk.64.ffn_gate.weight,Q8_0,8,2,5120x17408,7345473536,94699520
blk.64.ffn_up.weight,Q8_0,8,2,5120x17408,7440173056,94699520
blk.64.post_attention_norm.weight,F32,0,1,5120,7534872576,20480
blk.64.attn_k_norm.weight,F32,0,1,256,7534893056,1024
blk.64.attn_k.weight,Q8_0,8,2,5120x1024,7534894080,5570560
blk.64.attn_output.weight,Q8_0,8,2,6144x5120,7540464640,33423360
blk.64.attn_q_norm.weight,F32,0,1,256,7573888000,1024
blk.64.attn_q.weight,Q8_0,8,2,5120x12288,7573889024,66846720
blk.64.attn_v.weight,Q8_0,8,2,5120x1024,7640735744,5570560
blk.64.nextn.shared_head_norm.weight,F32,0,1,5120,7646306304,20480
blk.64.nextn.enorm.weight,F32,0,1,5120,7646326784,20480
blk.64.nextn.hnorm.weight,F32,0,1,5120,7646347264,20480
